trial threads xsize ysize total init sim edge_comm file_io err_total err_init err_sim err_edge_comm err_file_io
AVG 2 1000 2000 6.524100e+01 4.818900e-02 2.246700e+01 4.306400e+01 4.273200e+01 3.794877e-01 5.036765e-05 3.833122e-01 3.390670e-01 9.465728e-03


1 4 1000 2000 5.017e+01 3.955e-02 9.818e+00 4.056e+01 4.036e+01
2 4 1000 2000 5.024e+01 3.947e-02 9.830e+00 4.059e+01 4.039e+01
3 4 1000 2000 5.024e+01 3.954e-02 9.838e+00 4.062e+01 4.042e+01
4 4 1000 2000 5.014e+01 3.959e-02 9.819e+00 4.054e+01 4.033e+01
5 4 1000 2000 5.020e+01 3.929e-02 9.807e+00 4.060e+01 4.037e+01
6 4 1000 2000 5.032e+01 4.480e-02 9.833e+00 4.069e+01 4.048e+01
7 4 1000 2000 5.024e+01 3.965e-02 9.846e+00 4.062e+01 4.041e+01
8 4 1000 2000 5.021e+01 3.980e-02 9.827e+00 4.059e+01 4.039e+01
9 4 1000 2000 5.029e+01 3.955e-02 9.864e+00 4.062e+01 4.043e+01
10 4 1000 2000 5.034e+01 3.950e-02 1.011e+01 4.079e+01 4.036e+01
AVG 4 1000 2000 5.023900e+01 4.007400e-02 9.859200e+00 4.062200e+01 4.039400e+01 1.904993e-02 4.996743e-04 6.748880e-02 2.143828e-02 1.289961e-02


1 8 1000 2000 4.867e+01 7.008e-02 5.594e+00 4.312e+01 4.287e+01
2 8 1000 2000 4.858e+01 7.044e-02 5.576e+00 4.321e+01 4.284e+01
3 8 1000 2000 4.876e+01 7.064e-02 5.803e+00 4.318e+01 4.281e+01
4 8 1000 2000 4.860e+01 7.039e-02 5.577e+00 4.306e+01 4.285e+01
5 8 1000 2000 4.857e+01 7.034e-02 5.576e+00 4.302e+01 4.282e+01
6 8 1000 2000 4.862e+01 7.017e-02 5.603e+00 4.308e+01 4.282e+01
7 8 1000 2000 4.875e+01 7.038e-02 5.709e+00 4.316e+01 4.286e+01
8 8 1000 2000 4.864e+01 7.053e-02 5.581e+00 4.309e+01 4.289e+01
